"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X3","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X4","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X5","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X6","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X7","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X8","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X9","X90","X91","X92","X93","X94","X95","X96"
"group_443","","hypothetical protein","16","16","1","1","1071","1","1060","","2663","3143","3107","","","","","","","","","LPPHNCFD_00021","","","","","","","","","HLBDJCJN_00044","","","","","","HPFGOMPP_00038","","","","","EPCHNGHC_00024","","BKPKHGDI_00038","","HFIFPMOC_00039","","KMMKDNHJ_00016","","","PJBCCOOC_00021","","LJMMJLOM_00034","NIFHHIAF_00020","PELFPOHB_00024","","","","JBNMJEOL_00030","","","","","MBHAFJAJ_00044","","","","","","","","","","","PGNDIKEO_00037","","","","","","","BHIFFHLE_00029","","","","CENDIJOG_00046","","","","","","","","","","","","","","","","","","","","","","",""
"group_78","","LysA","16","16","1","1","646","1","1238","","1241","1274","1245","","","","","","","","","LPPHNCFD_00009","","","","","","","","","HLBDJCJN_00057","","","","","","HPFGOMPP_00050","","","","","EPCHNGHC_00011","","BKPKHGDI_00050","","HFIFPMOC_00051","","KMMKDNHJ_00029","","","PJBCCOOC_00009","","LJMMJLOM_00047","NIFHHIAF_00008","PELFPOHB_00011","","","","JBNMJEOL_00018","","","","","MBHAFJAJ_00057","","","","","","","","","","","PGNDIKEO_00024","","","","","","","BHIFFHLE_00017","","","","CENDIJOG_00059","","","","","","","","","","","","","","","","","","","","","","",""
"group_2","","hypothetical protein","15","15","1","1","648","1","1240","","146","146","146","","","","","","","","","LPPHNCFD_00010","","","","","","","","","HLBDJCJN_00055","","","","","","HPFGOMPP_00048","","","","","EPCHNGHC_00013","","BKPKHGDI_00048","","HFIFPMOC_00049","","KMMKDNHJ_00027","","","PJBCCOOC_00011","","LJMMJLOM_00045","NIFHHIAF_00010","PELFPOHB_00013","","","","JBNMJEOL_00019","","","","","MBHAFJAJ_00055","","","","","","","","","","","","","","","","","","BHIFFHLE_00019","","","","CENDIJOG_00057","","","","","","","","","","","","","","","","","","","","","","",""
"group_268","","hypothetical protein","15","15","1","1","1090","1","1041","","269","293","272","","","","","","","","","LPPHNCFD_00037","","","","","","","","","HLBDJCJN_00028","","LPOKCGMG_00039","","","","HPFGOMPP_00022","","","","","EPCHNGHC_00040","","BKPKHGDI_00022","","HFIFPMOC_00023","","","","","PJBCCOOC_00037","","LJMMJLOM_00018","NIFHHIAF_00036","PELFPOHB_00040","","","","JBNMJEOL_00046","LMNJNKND_00039","","","","MBHAFJAJ_00028","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00030","","","","","","","","","","","","","","","","","","","","","","",""
"group_146","","hypothetical protein","14","14","1","1","1075","1","1056","","425","425","425","","","","","","","","","LPPHNCFD_00025","","","","","","","","","HLBDJCJN_00040","","","","","","HPFGOMPP_00034","","","","","EPCHNGHC_00028","","BKPKHGDI_00034","","HFIFPMOC_00035","","KMMKDNHJ_00012","","","PJBCCOOC_00025","","LJMMJLOM_00030","NIFHHIAF_00024","PELFPOHB_00028","","","","JBNMJEOL_00034","","","","","MBHAFJAJ_00040","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00042","","","","","","","","","","","","","","","","","","","","","","",""
"group_147","","head-to-tail adaptor","14","14","1","1","1079","1","1053","","497","497","497","","","","","","","","","LPPHNCFD_00028","","","","","","","","","HLBDJCJN_00037","","","","","","HPFGOMPP_00031","","","","","EPCHNGHC_00031","","BKPKHGDI_00031","","HFIFPMOC_00032","","KMMKDNHJ_00009","","","PJBCCOOC_00028","","LJMMJLOM_00027","NIFHHIAF_00027","PELFPOHB_00031","","","","JBNMJEOL_00037","","","","","MBHAFJAJ_00037","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00039","","","","","","","","","","","","","","","","","","","","","","",""
"group_18","","putative tail assembly protein","14","14","1","1","1073","1","1058","","464","491","489","","","","","","","","","LPPHNCFD_00023","","","","","","","","","HLBDJCJN_00042","","","","","","HPFGOMPP_00036","","","","","EPCHNGHC_00026","","BKPKHGDI_00036","","HFIFPMOC_00037","","KMMKDNHJ_00014","","","PJBCCOOC_00023","","LJMMJLOM_00032","NIFHHIAF_00022","PELFPOHB_00026","","","","JBNMJEOL_00032","","","","","MBHAFJAJ_00042","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00044","","","","","","","","","","","","","","","","","","","","","","",""
"group_265","","hypothetical protein","14","14","1","1","1072","1","1059","","293","293","293","","","","","","","","","LPPHNCFD_00022","","","","","","","","","HLBDJCJN_00043","","","","","","HPFGOMPP_00037","","","","","EPCHNGHC_00025","","BKPKHGDI_00037","","HFIFPMOC_00038","","KMMKDNHJ_00015","","","PJBCCOOC_00022","","LJMMJLOM_00033","NIFHHIAF_00021","PELFPOHB_00025","","","","JBNMJEOL_00031","","","","","MBHAFJAJ_00043","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00045","","","","","","","","","","","","","","","","","","","","","","",""
"group_266","","hypothetical protein","14","14","1","1","1076","1","1055","","278","278","278","","","","","","","","","LPPHNCFD_00026","","","","","","","","","HLBDJCJN_00039","","","","","","HPFGOMPP_00033","","","","","EPCHNGHC_00029","","BKPKHGDI_00033","","HFIFPMOC_00034","","KMMKDNHJ_00011","","","PJBCCOOC_00026","","LJMMJLOM_00029","NIFHHIAF_00025","PELFPOHB_00029","","","","JBNMJEOL_00035","","","","","MBHAFJAJ_00039","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00041","","","","","","","","","","","","","","","","","","","","","","",""
"group_267","","hypothetical protein","14","14","1","1","1077","1","1054","","344","344","344","","","","","","","","","LPPHNCFD_00027","","","","","","","","","HLBDJCJN_00038","","","","","","HPFGOMPP_00032","","","","","EPCHNGHC_00030","","BKPKHGDI_00032","","HFIFPMOC_00033","","KMMKDNHJ_00010","","","PJBCCOOC_00027","","LJMMJLOM_00028","NIFHHIAF_00026","PELFPOHB_00030","","","","JBNMJEOL_00036","","","","","MBHAFJAJ_00038","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00040","","","","","","","","","","","","","","","","","","","","","","",""
"group_36","","hypothetical protein","14","14","1","1","1074","1","1057","","860","860","860","","","","","","","","","LPPHNCFD_00024","","","","","","","","","HLBDJCJN_00041","","","","","","HPFGOMPP_00035","","","","","EPCHNGHC_00027","","BKPKHGDI_00035","","HFIFPMOC_00036","","KMMKDNHJ_00013","","","PJBCCOOC_00024","","LJMMJLOM_00031","NIFHHIAF_00023","PELFPOHB_00027","","","","JBNMJEOL_00033","","","","","MBHAFJAJ_00041","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00043","","","","","","","","","","","","","","","","","","","","","","",""
"group_38","","capsid maturation protease","14","14","1","1","1083","1","1049","","872","872","872","","","","","","","","","LPPHNCFD_00032","","","","","","","","","HLBDJCJN_00033","","","","","","HPFGOMPP_00027","","","","","EPCHNGHC_00035","","BKPKHGDI_00027","","HFIFPMOC_00028","","KMMKDNHJ_00005","","","PJBCCOOC_00032","","LJMMJLOM_00023","NIFHHIAF_00031","PELFPOHB_00035","","","","JBNMJEOL_00041","","","","","MBHAFJAJ_00033","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00035","","","","","","","","","","","","","","","","","","","","","","",""
"group_40","","helix-turn-helix DNA binding domain protein","14","14","1","1","1735","1","409","","875","878","875","","","","","","","","","LPPHNCFD_00044","","","","AAKJPIMF_00016","","","","","HLBDJCJN_00022","","","","","","HPFGOMPP_00016","","","","","EPCHNGHC_00044","","BKPKHGDI_00016","","HFIFPMOC_00017","","","","","PJBCCOOC_00043","","LJMMJLOM_00012","NIFHHIAF_00042","PELFPOHB_00046","","","","JBNMJEOL_00053","","","","","MBHAFJAJ_00022","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00024","","","","","","","","","","","","","","","","","","","","","","",""
"group_566","","hypothetical protein","14","14","1","1","930","1","2179","","416","416","416","","PLOJBKHJ_00023","","","","","","JEAPEHFJ_00014","","","KGBJOEEA_00017","","","","","","","","","","","","","","NCPNAPJH_00024","","ICMKHOEH_00023","","","","","NECFICIE_00024","","","","","NPFBJGGD_00023","","","","","","","MDKGMOKN_00023","","","","","PKPNPOGM_00017","","","OCHLMLOL_00023","","","","JMBMBIIH_00024","","","BMJNPGDH_00023","","","","","","","","","","","","","","","","","","","","NMADALPM_00036","","","","","","","","","","","","","","","","MHGPHFPL_00073",""
"group_741","","terminase small subunit","14","14","1","1","1089","1","1042","","428","428","428","","","","","","","","","LPPHNCFD_00036","","","","","","","","","HLBDJCJN_00029","","","","","","HPFGOMPP_00023","","","","","EPCHNGHC_00039","","BKPKHGDI_00023","","HFIFPMOC_00024","","KMMKDNHJ_00001","","","PJBCCOOC_00036","","LJMMJLOM_00019","NIFHHIAF_00035","PELFPOHB_00039","","","","JBNMJEOL_00045","","","","","MBHAFJAJ_00029","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00031","","","","","","","","","","","","","","","","","","","","","","",""
"group_81","","hypothetical protein","14","14","1","1","1088","1","1043","","395","395","395","","","","","","","","","LPPHNCFD_00035","","","","","","","","","HLBDJCJN_00030","","","","","","HPFGOMPP_00024","","","","","EPCHNGHC_00038","","BKPKHGDI_00024","","HFIFPMOC_00025","","KMMKDNHJ_00002","","","PJBCCOOC_00035","","LJMMJLOM_00020","NIFHHIAF_00034","PELFPOHB_00038","","","","JBNMJEOL_00044","","","","","MBHAFJAJ_00030","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00032","","","","","","","","","","","","","","","","","","","","","","",""
"group_150","","HNH endonuclease","13","13","1","1","1727","1","1039","","314","314","314","","","","","","","","","LPPHNCFD_00038","","","","","","","","","HLBDJCJN_00027","","","","","","HPFGOMPP_00021","","","","","EPCHNGHC_00041","","BKPKHGDI_00021","","HFIFPMOC_00022","","","","","PJBCCOOC_00038","","LJMMJLOM_00017","NIFHHIAF_00037","PELFPOHB_00041","","","","JBNMJEOL_00047","","","","","MBHAFJAJ_00027","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00029","","","","","","","","","","","","","","","","","","","","","","",""
"group_152","","DNA polymerase III subunit beta","13","13","1","1","1745","1","399","","1148","1148","1148","","","","","","","","","LPPHNCFD_00051","","","","AAKJPIMF_00009","","","","","HLBDJCJN_00016","","","","","","HPFGOMPP_00008","","","","","EPCHNGHC_00051","","BKPKHGDI_00008","","HFIFPMOC_00009","","","","","PJBCCOOC_00049","","LJMMJLOM_00006","NIFHHIAF_00049","PELFPOHB_00052","","","","","","","","","MBHAFJAJ_00016","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00017","","","","","","","","","","","","","","","","","","","","","","",""
"group_272","","hypothetical protein","13","13","1","1","1778","1","392","","1061","1205","1193","","","","","","","","","LPPHNCFD_00058","","","","AAKJPIMF_00002","","","","","HLBDJCJN_00007","","","","","","HPFGOMPP_00002","","","","","EPCHNGHC_00060","","BKPKHGDI_00002","","HFIFPMOC_00002","","","","","PJBCCOOC_00058","","","NIFHHIAF_00057","PELFPOHB_00061","","","","","","","","","MBHAFJAJ_00007","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00009","","","","AGJCDFGJ_00013","","","","","","","","","","","","","","","","","","",""
"group_564","","hypothetical protein","13","13","1","1","948","1","2175","","221","221","221","","PLOJBKHJ_00020","","","","","","JEAPEHFJ_00012","","","KGBJOEEA_00015","","","","","","","","","","","","","","NCPNAPJH_00026","","ICMKHOEH_00021","","","","","NECFICIE_00026","","","","","NPFBJGGD_00021","","","","","","","MDKGMOKN_00021","","","","","PKPNPOGM_00015","","","OCHLMLOL_00021","","","","","","","BMJNPGDH_00026","","","","","","","","","","","","","","","","","","","","NMADALPM_00038","","","","","","","","","","","","","","","","MHGPHFPL_00075",""
"group_744","","putative protein","13","13","1","1","1776","1","386","","1490","1490","1490","","","","","","","","","LPPHNCFD_00059","","","","AAKJPIMF_00001","","","","","HLBDJCJN_00006","","","","","","HPFGOMPP_00001","","","","","EPCHNGHC_00061","","BKPKHGDI_00001","","HFIFPMOC_00001","","","","","PJBCCOOC_00059","","","NIFHHIAF_00058","PELFPOHB_00062","","","","","","","","","MBHAFJAJ_00006","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00008","","","","AGJCDFGJ_00012","","","","","","","","","","","","","","","","","","",""
"group_82","","hypothetical protein","13","13","1","1","1740","1","404","","254","257","254","","","","","","","","","LPPHNCFD_00046","","","","","","","","","HLBDJCJN_00020","","","","","","HPFGOMPP_00013","","","","","EPCHNGHC_00047","","BKPKHGDI_00013","","HFIFPMOC_00014","","","","","PJBCCOOC_00045","","LJMMJLOM_00010","NIFHHIAF_00045","PELFPOHB_00048","","","","JBNMJEOL_00055","","","","","MBHAFJAJ_00020","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00021","","","","","","","","","","","","","","","","","","","","","","",""
"group_12","","hypothetical protein","12","12","1","1","1750","1","395","","305","308","306","","","","","","","","","LPPHNCFD_00055","","","","","","","","","HLBDJCJN_00012","","","","","","HPFGOMPP_00005","","","","","EPCHNGHC_00055","","BKPKHGDI_00005","","HFIFPMOC_00005","","","","","PJBCCOOC_00053","","LJMMJLOM_00002","NIFHHIAF_00053","PELFPOHB_00056","","","","","","","","","MBHAFJAJ_00012","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00013","","","","","","","","","","","","","","","","","","","","","","",""
"group_137","","hypothetical protein","12","12","1","1","1012","1","313","","1397","1397","1397","","","","","","","","JEAPEHFJ_00018","","","KGBJOEEA_00021","","","","","","","","","","","","","","NCPNAPJH_00020","","ICMKHOEH_00027","","","","","NECFICIE_00020","","","","","NPFBJGGD_00027","","","","","","","MDKGMOKN_00027","","","","","PKPNPOGM_00021","","","OCHLMLOL_00027","","","","","","","","","","","","","","","","","","","","BGEGJEIL_00098","","","","","","","NMADALPM_00032","","","","","","","","","","","","","","","","MHGPHFPL_00069",""
"group_214","","integrase","12","12","1","1","976","1","2224","","1259","1295","1277","","","DEFAMCNH_00073","","","","ALGMKNDJ_00032","JEAPEHFJ_00005","","","","","","","","","","","","","","","","","","NCHJCFBK_00022","","","","","","","","","","","","","","","","","","","","","","","","","","","","CKOJEDDJ_00006","","JMBMBIIH_00034","","","","PPENBANP_00032","","","GBDOALGK_00032","","","","","","","","","","","","","","","","","","","","APJAMGLI_00052","","","","","","","","","KBMEIMMN_00114","OPBPLNAK_00006","LIBCBMOH_00006","",""
"group_39","","hypothetical protein","12","12","1","1","1728","1","413","","410","410","410","","","","","","","","","LPPHNCFD_00039","","","","","","","","","HLBDJCJN_00026","","","","","","HPFGOMPP_00020","","","","","","","BKPKHGDI_00020","","HFIFPMOC_00021","","","","","PJBCCOOC_00039","","LJMMJLOM_00016","NIFHHIAF_00038","PELFPOHB_00042","","","","JBNMJEOL_00048","","","","","MBHAFJAJ_00026","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00028","","","","","","","","","","","","","","","","","","","","","","",""
"group_41","","helix-turn-helix DNA binding domain protein","12","12","1","1","1739","1","405","","821","854","843","","","","","","","","","LPPHNCFD_00045","","","","","","","","","HLBDJCJN_00021","","","","","","HPFGOMPP_00014","","","","","","","BKPKHGDI_00014","","HFIFPMOC_00015","","","","","PJBCCOOC_00044","","LJMMJLOM_00011","NIFHHIAF_00044","PELFPOHB_00047","","","","JBNMJEOL_00054","","","","","MBHAFJAJ_00021","","","","","","","","","","","","","","","","","","","","","","CENDIJOG_00022","","","","","","","","","","","","","","","","","","","","","","",""
"group_556","","PinR","12","12","1","1","991","1","2213","","614","614","614","","PLOJBKHJ_00007","","","","","","","","","KGBJOEEA_00001","","","","","","","","","","","","","","NCPNAPJH_00040","","ICMKHOEH_00007","","","","","NECFICIE_00040","","","","","NPFBJGGD_00007","","","","","","","MDKGMOKN_00007","","","","","PKPNPOGM_00001","","","OCHLMLOL_00007","","","","","","","BMJNPGDH_00039","","","","","","","","","","","","","","","","","","","","NMADALPM_00063","","","","","","","","","","","","","","","","MHGPHFPL_00089",""
"group_557","","hypothetical protein","12","12","1","1","992","1","2214","","662","662","662","","PLOJBKHJ_00008","","","","","","","","","KGBJOEEA_00002","","","","","","","","","","","","","","NCPNAPJH_00039","","ICMKHOEH_00008","","","","","NECFICIE_00039","","","","","NPFBJGGD_00008","","","","","","","MDKGMOKN_00008","","","","","PKPNPOGM_00002","","","OCHLMLOL_00008","","","","","","","BMJNPGDH_00038","","","","","","","","","","","","","","","","","","","","NMADALPM_00062","","","","","","","","","","","","","","","","MHGPHFPL_00088",""
"group_558","","hypothetical protein","12","12","1","1","993","1","2215","","386","386","386","","PLOJBKHJ_00009","","","","","","","","","KGBJOEEA_00003","","","","","","","","","","","","","","NCPNAPJH_00038","","ICMKHOEH_00009","","","","","NECFICIE_00038","","","","","NPFBJGGD_00009","","","","","","","MDKGMOKN_00009","","","","","PKPNPOGM_00003","","","OCHLMLOL_00009","","","","","","","BMJNPGDH_00037","","","","","","","","","","","","","","","","","","","","NMADALPM_00061","","","","","","","","","","","","","","","","MHGPHFPL_00087",""
"group_559","","hypothetical protein","12","12","1","1","994","1","2216","","368","368","368","","PLOJBKHJ_00010","","","","","","","","","KGBJOEEA_00004","","","","","","","","","","","","","","NCPNAPJH_00037","","ICMKHOEH_00010","","","","","NECFICIE_00037","","","","","NPFBJGGD_00010","","","","","","","MDKGMOKN_00010","","","","","PKPNPOGM_00004","","","OCHLMLOL_00010","","","","","","","BMJNPGDH_00036","","","","","","","","","","","","","","","","","","","","NMADALPM_00060","","","","","","","","","","","","","","","","MHGPHFPL_00086",""
"group_560","","hypothetical protein","12","12","1","1","995","1","2217","","362","362","362","","PLOJBKHJ_00011","","","","","","","","","KGBJOEEA_00005","","","","","","","","","","","","","","NCPNAPJH_00036","","ICMKHOEH_00011","","","","","NECFICIE_00036","","","","","NPFBJGGD_00011","","","","","","","MDKGMOKN_00011","","","","","PKPNPOGM_00005","","","OCHLMLOL_00011","","","","","","","BMJNPGDH_00035","","","","","","","","","","","","","","","","","","","","NMADALPM_00059","","","","","","","","","","","","","","","","MHGPHFPL_00085",""
"group_561","","phage integrase","12","12","1","1","996","1","2218","","1169","1169","1169","","PLOJBKHJ_00012","","","","","","","","","KGBJOEEA_00006","","","","","","","","","","","","","","NCPNAPJH_00035","","ICMKHOEH_00012","","","","","NECFICIE_00035","","","","","NPFBJGGD_00012","","","","","","","MDKGMOKN_00012","","","","","PKPNPOGM_00006","","","OCHLMLOL_00012","","","","","","","BMJNPGDH_00034","","","","","","","","","","","","","","","","","","","","NMADALPM_00058","","","","","","","","","","","","","","","","MHGPHFPL_00084",""
"group_562","","hypothetical protein","12","12","1","1","997","1","2219","","221","221","221","","PLOJBKHJ_00014","","","","","","","","","KGBJOEEA_00008","","","","","","","","","","","","","","NCPNAPJH_00033","","ICMKHOEH_00014","","","","","NECFICIE_00033","","","","","NPFBJGGD_00014","","","","","","","MDKGMOKN_00014","","","","","PKPNPOGM_00008","","","OCHLMLOL_00014","","","","","","","BMJNPGDH_00032","","","","","","","","","","","","","","","","","","","","NMADALPM_00056","","","","","","","","","","","","","","","","MHGPHFPL_00082",""
"group_673","","minor tail protein","12","12","1","1","1011","1","2182","","431","431","431","","","","","","","","JEAPEHFJ_00017","","","KGBJOEEA_00020","","","","","","","","","","","","","","NCPNAPJH_00021","","ICMKHOEH_00026","","","","","NECFICIE_00021","","","","","NPFBJGGD_00026","","","","","","","MDKGMOKN_00026","","","","","PKPNPOGM_00020","","","OCHLMLOL_00026","","","","","","","","","","","","","","","","","","","","BGEGJEIL_00099","","","","","","","NMADALPM_00033","","","","","","","","","","","","","","","","MHGPHFPL_00070",""
