"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C3","C30","C4","C5","C6","C7","C8","C9"
"group_110","","hypothetical protein","3","3","1","4","206","4","198","","131","131","131","","","","","","","AOBAIHMC_00034","","","","","","","","","NDJLMKCL_00007","","","","","","","","","","CKPHLDKH_00034","","","",""
"group_111","","hypothetical protein","3","3","1","4","204","4","251","","437","440","438","","","","","","","AOBAIHMC_00036","","","","","","","","","NDJLMKCL_00004","","","","","","","","","","CKPHLDKH_00036","","","",""
"group_113","","hypothetical protein","3","3","1","1","56","1","334","","314","314","314","","","","","","","","","LMNJNKND_00006","","","","","PGNDIKEO_00020","","","","","","","","","","","","","LPOKCGMG_00006","","",""
"group_116","","hypothetical protein","3","3","1","4","191","4","244","","257","1064","526","","","","","","","","","","","GJFOIMLP_00038","","LJPMGBPL_00036","","","","","","","","","","FPLIBPMM_00040","","","","","","",""
"group_173","","hypothetical protein","3","3","1","1","232","1","251","","122","122","122","DLMIBCKC_00022","","","","","","","","","","","","","","GJIGBABJ_00025","","","","HNEDNBGA_00048","","","","","","","","","","",""
"group_248","","integrase","3","3","1","4","487","4","8","","1118","1118","1118","","BENEPOLG_00029","","","","","AOBAIHMC_00012","","","","","","","","","","","","","","","","","","","CKPHLDKH_00012","","","",""
"group_279","","hypothetical protein","3","3","1","1","47","1","354","","515","515","515","","","","KMMKDNHJ_00039","","","","JBNMJEOL_00007","","","","","","PGNDIKEO_00014","","","","","","","","","","","","","","","",""
"group_280","","hypothetical protein","3","3","1","1","45","1","352","","1157","1157","1157","","","","KMMKDNHJ_00041","","","","JBNMJEOL_00005","","","","","","PGNDIKEO_00012","","","","","","","","","","","","","","","",""
"group_281","","Virulent PATRIC_VF|Rv3849 hypothetical protein [Mycobacterium tuberculosis H37Rv]","3","3","1","1","44","1","351","","422","422","422","","","","KMMKDNHJ_00042","","","","JBNMJEOL_00004","","","","","","PGNDIKEO_00011","","","","","","","","","","","","","","","",""
"group_282","","hypothetical protein","3","3","1","1","43","1","350","","692","692","692","","","","KMMKDNHJ_00043","","","","JBNMJEOL_00003","","","","","","PGNDIKEO_00010","","","","","","","","","","","","","","","",""
"group_283","","hypothetical protein","3","3","1","1","42","1","349","","695","695","695","","","","KMMKDNHJ_00044","","","","JBNMJEOL_00002","","","","","","PGNDIKEO_00009","","","","","","","","","","","","","","","",""
"group_290","","hypothetical protein","3","3","1","1","75","1","383","","164","164","164","","","","","OLCIKOGL_00011","","","","LMNJNKND_00011","","","","","","","","","","","","","","","","","","LPOKCGMG_00011","","",""
"group_298","","portal protein","3","3","1","1","113","1","407","","1472","1475","1473","","","","","OLCIKOGL_00035","","","","LMNJNKND_00035","","","","","","","","","","","","","","","","","","LPOKCGMG_00035","","",""
"group_30","","hypothetical protein","3","3","1","1","48","1","356","","254","254","254","","","","KMMKDNHJ_00037","","","","JBNMJEOL_00009","","","","","","PGNDIKEO_00015","","","","","","","","","","","","","","","",""
"group_31","","hypothetical protein","3","3","1","1","41","1","348","","413","434","427","","","","KMMKDNHJ_00045","","","","JBNMJEOL_00001","","","","","","PGNDIKEO_00008","","","","","","","","","","","","","","","",""
"group_327","","tail assembly chaperone","3","3","1","4","418","4","459","","557","557","557","","","","","","JCFLIBBE_00054","","","","OECDBAHF_00054","GJFOIMLP_00003","","","","","","","","","","","","","","","","","","",""
"group_328","","hypothetical protein","3","3","1","4","417","4","458","","353","353","353","","","","","","JCFLIBBE_00055","","","","OECDBAHF_00055","GJFOIMLP_00002","","","","","","","","","","","","","","","","","","",""
"group_329","","hypothetical protein","3","3","1","4","416","4","457","","3527","3527","3527","","","","","","JCFLIBBE_00056","","","","OECDBAHF_00056","GJFOIMLP_00001","","","","","","","","","","","","","","","","","","",""
"group_33","","hypothetical protein","3","3","1","4","449","4","195","","332","347","337","","","","","","","","","","","","","","","","","HMEBHMNJ_00057","","","","","","","","EMCAFMOK_00025","","","","","DKHLLNMB_00027"
"group_34","","hypothetical protein","3","3","1","4","450","4","196","","209","209","209","","","","","","","","","","","","","","","","","HMEBHMNJ_00058","NOCCGNBF_00039","","","","","","","EMCAFMOK_00024","","","","",""
"group_349","","hypothetical protein","3","3","1","4","481","4","100","","377","377","377","","","","","","","AOBAIHMC_00017","","","","","","","","","NDJLMKCL_00024","","","","","","","","","","CKPHLDKH_00017","","","",""
"group_35","","hypothetical protein","3","3","1","1","234","1","268","","275","284","279","DLMIBCKC_00020","","","","","","","","","","","","","","GJIGBABJ_00023","","","","HNEDNBGA_00049","","","","","","","","","","",""
"group_358","","hypothetical protein","3","3","1","4","452","4","125","","329","329","329","","","","","","","AOBAIHMC_00032","","","","","","","","","NDJLMKCL_00009","","","","","","","","","","CKPHLDKH_00032","","","",""
"group_36","","hypothetical protein","3","3","1","1","231","1","250","","272","272","272","DLMIBCKC_00023","","","","","","","","","","","","","","GJIGBABJ_00026","","","","HNEDNBGA_00047","","","","","","","","","","",""
"group_380","","hypothetical protein","3","3","1","1","91","1","395","","3155","3158","3157","","","","","OLCIKOGL_00023","","","","LMNJNKND_00023","","","","","","","","","","","","","","","","","","LPOKCGMG_00023","","",""
"group_404","","hypothetical protein","3","3","1","4","193","4","246","","197","197","197","","","","","","","","","","","GJFOIMLP_00036","","LJPMGBPL_00034","","","","","","","","","","FPLIBPMM_00042","","","","","","",""
"group_405","","hypothetical protein","3","3","1","4","192","4","245","","182","182","182","","","","","","","","","","","GJFOIMLP_00037","","LJPMGBPL_00035","","","","","","","","","","FPLIBPMM_00041","","","","","","",""
"group_406","","hypothetical protein","3","3","1","4","190","4","243","","407","407","407","","","","","","","","","","","GJFOIMLP_00039","","LJPMGBPL_00037","","","","","","","","","","FPLIBPMM_00039","","","","","","",""
"group_407","","hypothetical protein","3","3","1","4","189","4","242","","542","542","542","","","","","","","","","","","GJFOIMLP_00040","","LJPMGBPL_00038","","","","","","","","","","FPLIBPMM_00038","","","","","","",""
"group_44","","hypothetical protein","3","3","1","1","442","1","424","","416","710","612","","","BKPKHGDI_00011","","","","","JBNMJEOL_00057","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00011",""
"group_45","","hypothetical protein","3","3","1","1","441","1","425","","422","422","422","","","BKPKHGDI_00012","","","","","JBNMJEOL_00056","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00012",""
"group_46","","hypothetical protein","3","3","1","1","440","1","426","","254","254","254","","","BKPKHGDI_00013","","","","","JBNMJEOL_00055","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00013",""
"group_47","","helix-turn-helix DNA binding domain protein","3","3","1","1","439","1","427","","854","854","854","","","BKPKHGDI_00014","","","","","JBNMJEOL_00054","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00014",""
"group_48","","helix-turn-helix DNA binding domain protein","3","3","1","1","437","1","429","","875","875","875","","","BKPKHGDI_00016","","","","","JBNMJEOL_00053","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00016",""
"group_49","","hypothetical protein","3","3","1","1","436","1","430","","224","416","352","","","BKPKHGDI_00017","","","","","JBNMJEOL_00052","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00017",""
"group_50","","hypothetical protein","3","3","1","1","431","1","434","","410","410","410","","","BKPKHGDI_00020","","","","","JBNMJEOL_00048","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00020",""
"group_51","","HNH endonuclease","3","3","1","1","430","1","435","","314","314","314","","","BKPKHGDI_00021","","","","","JBNMJEOL_00047","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00021",""
"group_54","","portal protein","3","3","1","1","2","1","408","","1469","1472","1470","","","BKPKHGDI_00026","","","","","JBNMJEOL_00042","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00026",""
"group_55","","scaffolding protein","3","3","1","1","10","1","313","","581","584","583","","","BKPKHGDI_00028","","","","","JBNMJEOL_00040","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00028",""
"group_58","","hypothetical protein","3","3","1","1","18","1","322","","341","341","341","","","BKPKHGDI_00045","KMMKDNHJ_00024","","","","","","","","","","","","","","","","","","","","","","","","","HPFGOMPP_00045",""
"group_609","","hypothetical protein","3","3","1","4","143","4","183","","419","419","419","","","","","","","","","","","","","","","","","HMEBHMNJ_00065","","","","","","","","EMCAFMOK_00017","","","","","DKHLLNMB_00018"
"group_62","","hypothetical protein","3","3","1","1","14","1","318","","224","224","224","","","","KMMKDNHJ_00019","","","","JBNMJEOL_00027","","","","","","PGNDIKEO_00034","","","","","","","","","","","","","","","",""
"group_64","","hypothetical protein","3","3","1","1","46","1","353","","1145","1145","1145","","","","KMMKDNHJ_00040","","","","JBNMJEOL_00006","","","","","","PGNDIKEO_00013","","","","","","","","","","","","","","","",""
"group_68","","hypothetical protein","3","3","1","1","58","1","336","","227","227","227","","","","","OLCIKOGL_00008","","","","LMNJNKND_00008","","","","","","","","","","","","","","","","","","LPOKCGMG_00008","","",""
"group_69","","LysA","3","3","1","1","74","1","382","","1259","1259","1259","","","","","OLCIKOGL_00010","","","","LMNJNKND_00010","","","","","","","","","","","","","","","","","","LPOKCGMG_00010","","",""
"group_70","","hypothetical protein","3","3","1","1","78","1","384","","143","146","144","","","","","OLCIKOGL_00012","","","","LMNJNKND_00012","","","","","","","","","","","","","","","","","","LPOKCGMG_00012","","",""
"group_71","","hypothetical protein","3","3","1","1","85","1","389","","281","281","281","","","","","OLCIKOGL_00017","","","","LMNJNKND_00017","","","","","","","","","","","","","","","","","","LPOKCGMG_00017","","",""
"group_72","","hypothetical protein","3","3","1","1","92","1","396","","227","227","227","","","","","OLCIKOGL_00024","","","","LMNJNKND_00024","","","","","","","","","","","","","","","","","","LPOKCGMG_00024","","",""
"group_73","","hypothetical protein","3","3","1","1","94","1","398","","860","860","860","","","","","OLCIKOGL_00026","","","","LMNJNKND_00026","","","","","","","","","","","","","","","","","","LPOKCGMG_00026","","",""
"group_74","","hypothetical protein","3","3","1","1","95","1","399","","434","434","434","","","","","OLCIKOGL_00027","","","","LMNJNKND_00027","","","","","","","","","","","","","","","","","","LPOKCGMG_00027","","",""
"group_75","","hypothetical protein","3","3","1","1","96","1","400","","278","278","278","","","","","OLCIKOGL_00028","","","","LMNJNKND_00028","","","","","","","","","","","","","","","","","","LPOKCGMG_00028","","",""
"group_76","","hypothetical protein","3","3","1","1","97","1","401","","344","344","344","","","","","OLCIKOGL_00029","","","","LMNJNKND_00029","","","","","","","","","","","","","","","","","","LPOKCGMG_00029","","",""
"group_77","","head-to-tail adaptor","3","3","1","1","99","1","402","","500","500","500","","","","","OLCIKOGL_00030","","","","LMNJNKND_00030","","","","","","","","","","","","","","","","","","LPOKCGMG_00030","","",""
"group_78","","scaffolding protein","3","3","1","1","111","1","405","","482","482","482","","","","","OLCIKOGL_00033","","","","LMNJNKND_00033","","","","","","","","","","","","","","","","","","LPOKCGMG_00033","","",""
"group_79","","capsid maturation protease","3","3","1","1","112","1","406","","869","872","871","","","","","OLCIKOGL_00034","","","","LMNJNKND_00034","","","","","","","","","","","","","","","","","","LPOKCGMG_00034","","",""
"group_112","","hypothetical protein","2","2","1","1","16","1","323","","305","311","308","","","","","","","","JBNMJEOL_00022","","","","","","PGNDIKEO_00029","","","","","","","","","","","","","","","",""
"group_119","","hypothetical protein","2","2","1","1","263","1","288","","110","152","131","","","","","","","","","","","","","","","GJIGBABJ_00009","","","","HNEDNBGA_00062","","","","","","","","","","",""
"group_120","","hypothetical protein","2","2","1","1","241","1","261","","155","194","174","","","","","","","","","","","","","","","GJIGBABJ_00016","","","","HNEDNBGA_00056","","","","","","","","","","",""
"group_121","","hypothetical protein","2","2","1","1","206","1","225","","4928","4979","4953","","","","","","","","","","","","","","","GJIGBABJ_00050","","","","HNEDNBGA_00023","","","","","","","","","","",""
"group_122","","hypothetical protein","2","2","1","1","202","1","221","","1586","1595","1590","","","","","","","","","","","","","","","GJIGBABJ_00054","","","","HNEDNBGA_00019","","","","","","","","","","",""
"group_123","","hypothetical protein","2","2","1","1","201","1","220","","296","296","296","","","","","","","","","","","","","","","GJIGBABJ_00055","","","","HNEDNBGA_00018","","","","","","","","","","",""
"group_124","","hypothetical protein","2","2","1","4","269","4","439","","1823","1823","1823","","","","","","","","","","","","","","","","","HMEBHMNJ_00006","","","","","","","","EMCAFMOK_00079","","","","",""
"group_125","","hypothetical protein","2","2","1","4","265","4","437","","218","218","218","","","","","","","","","","","","","","","","","HMEBHMNJ_00008","","","","","","","","EMCAFMOK_00075","","","","",""
"group_126","","hypothetical protein","2","2","1","4","401","4","436","","548","548","548","","","","","","","","","","","","","","","","","HMEBHMNJ_00009","","","","","","","","EMCAFMOK_00074","","","","",""
"group_127","","minor tail protein","2","2","1","4","256","4","298","","1718","1718","1718","","","","","","","","","","","","","","","","","HMEBHMNJ_00022","","","","","","","","EMCAFMOK_00062","","","","",""
"group_128","","minor tail protein","2","2","1","4","253","4","294","","1106","1106","1106","","","","","","","","","","","","","","","","","HMEBHMNJ_00023","","","","","","","","EMCAFMOK_00061","","","","",""
"group_129","","tail assembly chaperone","2","2","1","4","248","4","291","","743","743","743","","","","","","","","","","","","","","","","","HMEBHMNJ_00026","","","","","","","","EMCAFMOK_00057","","","","",""
"group_130","","hypothetical protein","2","2","1","4","247","4","290","","287","290","288","","","","","","","","","","","","","","","","","HMEBHMNJ_00027","","","","","","","","EMCAFMOK_00056","","","","",""
"group_131","","hypothetical protein","2","2","1","4","245","4","288","","422","422","422","","","","","","","","","","","","","","","","","HMEBHMNJ_00029","","","","","","","","EMCAFMOK_00054","","","","",""
"group_132","","head-to-tail connector protein","2","2","1","4","244","4","287","","242","242","242","","","","","","","","","","","","","","","","","HMEBHMNJ_00030","","","","","","","","EMCAFMOK_00053","","","","",""
"group_133","","head-to-tail connector protein","2","2","1","4","213","4","286","","686","686","686","","","","","","","","","","","","","","","","","HMEBHMNJ_00031","","","","","","","","EMCAFMOK_00052","","","","",""
"group_134","","head-to-tail connector complex protein","2","2","1","4","215","4","285","","395","395","395","","","","","","","","","","","","","","","","","HMEBHMNJ_00032","","","","","","","","EMCAFMOK_00051","","","","",""
"group_135","","scaffolding protein","2","2","1","4","219","4","282","","452","455","453","","","","","","","","","","","","","","","","","HMEBHMNJ_00035","","","","","","","","EMCAFMOK_00048","","","","",""
